Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
7/16/92 23:00,"Jackson Township, near the villages of Chase and Ceasetown",PA,USA,Light,30 seconds / ~1 hour,Odd light that appeared as the shape of a spotlight which changed color,3/6/23,
7/24/91 17:55,Evanston,WY,USA,Chevron,60 seconds,It was cloudy and the object came silently out of the clouds withNo sound of engine or exhaust and there's no lights on it.,3/6/23,
6/6/91 23:00,"San Francisco,",CA,USA,Formation,3 hours,"Warm summer night Lyoning on roof, saw general pulsation of light like dendrites, the saw 'stars' fall in triangular shapes, T",3/6/23,
5/25/91 22:30,Kirkcudbright,Dumfries and Galloway,United Kingdom,Triangle,2 minutes,3 red triangles flying at speed in formation,3/6/23,
9/20/90 12:05,Northport,WA,USA,Changing,From midnight till dawn,Watched UFO transform from mother ship to alien VERY close crazy story all true my friend was with me to,3/6/23,
9/14/90 21:20,Ewa Beach,HI,USA,Sphere,Less than 30 seconds,4 active duty Navy see sphere in sky that splits,3/6/23,
6/2/90 01:30,Acushnet,MA,USA,Light,Between 2-5 minutes,"I was a teen asleep in my room, facing the woods when suddenly my room lit up with a blue & red or pink color light for about 2-5min",3/6/23,
4/29/86 19:11,Pripyat,Kyiv Oblast,Ukraine,Cone,2 minutes,"Come fly 20 feet of ground by Block 4 building before ascending and hovering over Block 4 open reactor, before shooting into stars",3/6/23,
8/15/85 22:30,SOUTH HAVEN,MI,USA,Rectangle,1 minute,It felt like something was watching me. It seemed to be looking for something.,3/6/23,
6/13/85 21:00,Ruston,LA,USA,Sphere,5-10 seconds,In 1985 I saw a huge sphere shaped flying object.,3/6/23,
11/17/83 19:00,Stafford,Staffordshire,United Kingdom,Unknown,around 3 seconds,Strange light. The whole circumference of the ditch lit up.,3/6/23,
10/14/83 23:55,Fair oaks,CA,USA,Unknown,10 minutes,Ufo moved alongside us then slowly flew over us.,3/6/23,
5/2/83 08:07,Johannesburg,Gauteng,South Africa,Rectangle,8 minutes,i saw a rectangle craft it had glass windows un southder like glass tiles it had like a dark tint .,3/6/23,
2/14/83 01:00,West Palm Beach,FL,USA,Disk,3 minutes,"A fleet of flying saucers passed overhead, changing formation. Why did MUFON squelch this?",3/6/23,
6/10/82 13:00,Placitas,NM,USA,Sphere,5 days at least,People that I met that wanted me to leave with them,3/6/23,
4/24/81 02:00,Childress,TX,USA,Circle,1 hour,3 objects descending in an organized formation then seperating with 2 objects moving to the northwest 1 hovering then moving swiftly Sw,3/6/23,
7/15/80 20:00,Milam,TX,USA,Sphere,15 minutes,It was glowing,3/6/23,
5/22/80 20:00,Arnold,,USA,Rectangle,"Few hours,","Saw a object the size of a shopping center, went on craft,",3/6/23,
3/13/80 12:01,Phoenix,AZ,USA,Cone,10 seconds,Thimble shape rocket out of a silo,3/6/23,
1/3/80 16:50,Los Angeles,CA,USA,Disk,Approximately 10 minutes,A huge brightly-lit aerial object approached and moved behind school buildings and quickly ascended in front of the witnesses.,3/6/23,Yes
10/6/79 20:50,South Haven,MN,USA,Unknown,approximately 10 minutes,Large object with 4 glowing greenish yellow lights sitting on the surface of the lake.,3/6/23,
8/3/78 21:05,,,,Light,25 minutes,UFO chased by Fighter Jets,3/6/23,
6/4/76 21:30,beecher falls,VT,USA,Light,5 to 10 minutes,was hit with a very bright light that produced a purple light on the ground with no shadows no sound heard then light was gone.,3/6/23,
6/1/75 21:00,Santa Cruz,CA,USA,Light,5 min,1975 mom and I saw large and brightest light we�ve ever seen in our lives.2 smaller light came out of it and grew to the same size.,3/6/23,
10/31/73 21:01,Between Powersville and Oakland (rural),KY,USA,Cylinder,Three minutes approximate,"Hovering in front of us on side of hill about 200 feet up , it was very bright a glow white light , illuminating the area around us",3/6/23,
8/12/72 01:30,Chatham,ON,Canada,Light,approx. 40 to 60 secs.,two red lights disappear at incredible speed,3/6/23,
6/6/72 21:30,Lowell,MA,USA,Disk,I was abducted 1971/72,I was abducted age 14 for skin test 1972 no one would believe me they probably still wouldn't but I need to tell my story it is true,3/6/23,
5/13/72 12:30,Houma,LA,USA,Sphere,20 minutes approximately,"Saw a large sphere above the cloud bank, then four smaller came to it wherein the objects accelerated to the cloud bank in formation",3/6/23,
11/20/71 05:00,Holyoak,,USA,Oval,90 minutes,Followed our car for 90 minutes,3/6/23,
7/7/70 02:45,Orcas Island,WA,USA,Disk,3 minutes+,A very bright solid object flew right over us and paused about 100 ft. Above us.,3/6/23,
2/12/70 15:01,"San Isidro, Lima",Lima,Peru,Sphere,30 minutes,Gray sphere hovering over our backyard at an altitude of 3000 feet.,3/6/23,
6/10/69 00:02,Greensboro,NC,USA,Cigar,I not sure.,A large object with multicolored light all over it was seen outside my bedroom window when I was about 4 years old.,3/6/23,
3/22/66 17:00,Battle Creek,MI,USA,Egg,10 mics,I saw an orange squashed football shape with a very irregular texture moving east to west slow enough too see some detail.,3/6/23,
7/10/63 00:30,Portland,OR,USA,Disk,10 minutes,"Saucer shaped, stopped overhead above us, deep glowing orange color like the coals in a fire, stayed 1-2 min., shot to horizon split se",3/6/23,
4/7/62 19:00,Ogden,UT,USA,Circle,5min,"Large humming,, black giant hole in sky above us in back yard with stars around the black circle, then hummed very loud and heard a zip",3/6/23,
6/8/60 13:00,Fon du Lac,WI,USA,Oval,10 minutes,Oval object seen hovering by highway 20 miles south of Fon du Lac,3/6/23,
3/8/60 03:00,Sumner (Lake Tapps),WA,USA,Oval,10 minutes,Ball with spikes,3/6/23,
6/10/59 16:00,Little Swan,MN,USA,Cigar,10 min,No Sound,3/6/23,
9/5/57 19:15,Nashville,KS,USA,Cigar,2 1/2 hours,My mother said a UFO chased us down a highway.,3/6/23,Yes
12/22/22 10:50,Ahmedabad,,,Unknown,15 seconds,"It was moving very fast, and travelling speed and direction was uneven",12/22/22,
12/22/22 09:29,Newark,DE,USA,Light,30 secomds,I saw a light that was not flashing moving then disappeared,12/22/22,
12/22/22 00:00,Johannesburg,Gauteng,South Africa,Triangle,15 min,Strange flying objects moving in different directions,12/22/22,Yes
12/21/22 21:33,Columbus,OH,USA,Light,1-2 minutes,4-5 orange balls of light in a straight line,12/22/22,
12/21/22 17:40,Didcot,Oxfordshire,United Kingdom,Circle,2 minutes,"Low cloud, 5 lights circling in the distance, then 5 lights directly over my car",12/22/22,
12/21/22 07:55,Essex,ON,Canada,Changing,20 minutes,Driving seeing what looks like comets only motionless. Took video. One was straight up and down. Disappear reappears.,12/22/22,
12/21/22 04:11,Franklin,ME,USA,Light,2 hours,Hovering bright light with satellite lights expelling from it,12/22/22,
12/20/22 23:30,East Greenwich,RI,USA,Light,3 seconds maybe even less,I was driving the interstate at night with my buddy headed to casino when a very bright flashing light appeared in the horizon,12/22/22,
12/20/22 21:58,Mentor Headlands,OH,USA,Cylinder,A few minutes,"Looked cylindrical from the lights, changing colors from white to red to orange then yellow back to white, .",12/22/22,
12/20/22 02:30,Washington DC,WA,USA,Triangle,1-2 minutes,"Object hovering 1-2 minutes, then disappeared with such a speed that clouds were moving,",12/22/22,
12/20/22 02:00,Tucson,AZ,USA,Sphere,5 minutes,Saw a giant glowing sphere with lights going around and around in a circle,12/22/22,
12/20/22 01:04,New Gretna,NJ,USA,Orb,20 minutes,"Silver sphere with super bright lights on bottom, zigzagging and ""teleporting"" at impossible speed and angles for 20 minutes",12/22/22,
12/19/22 00:05,Orlando,FL,USA,Cylinder,1hour,"Five gold orbs, turning white, Cylinder",12/22/22,Yes
12/18/22 21:05,Conover,NC,USA,Cross,4 minutes,An unidentified drone-shaped craft with 4 flashing white LEDs was seen hovering over my house.,12/22/22,
12/18/22 20:20,Stevensville,MT,USA,Triangle,1 minute,Blue triangle of lights,12/22/22,
12/18/22 19:58,,WA,USA,Changing,,Aircraft saw UFO out to the west,12/22/22,
12/18/22 19:48,Miami,FL,USA,Other,About 2 minutes,1 ship v shaped square like 2 rectangles slanted towards each other v shaped white/peach color 2 red lightsbehind it right one blinking,12/22/22,
12/18/22 18:00,Springfield,OR,USA,Triangle,120 seconds,One side of craft had 2 rows of lights on,12/22/22,Yes
12/18/22 16:15,Effingham,IL,USA,Star,1 minute,UFO caught near military jets.,12/22/22,
12/18/22 13:19,Crossville,TN,USA,Sphere,4 minutes,"I saw a white, spherical object moving at a steady pace while a plane was not too far behind it, going the same direction.",12/22/22,Yes
12/18/22 06:00,Bowie,MD,USA,Circle,20 to 30 seconds,Hovering ball of light.,12/22/22,
12/18/22 01:00,Bradford,TN,USA,Unknown,still on going,"Was watching meteors and looking at sky when my brother noticed something behind what looked like a small cloud, it had a red glare",12/22/22,
12/18/22 00:40,Eureka Springs,AR,USA,Other,Approx. 15-20 seconds,A V shape array of 4 lights each side going east to west,12/22/22,
12/18/22 00:40,Eureka Springs,AR,USA,Triangle,About 8 seconds,While looking at the stars a triangle of light flew over head at an incredible speed.,12/22/22,
12/17/22 21:40,Delray Beach,FL,USA,Triangle,8-10 min,Triopd of lights over ocean; non moving,12/22/22,Yes
12/17/22 21:00,Springfield,IL,USA,Triangle,2 to 3 minutes,Triangular object with multiple lights on the underside,12/22/22,
12/17/22 20:00,,WA,USA,Changing,ongoing,Multiple aircraft westbound reported seeing a UFO,12/22/22,
12/17/22 19:45,Tupelo,MS,USA,Light,15 minutes,3 chasing and dancing non blinking white lights,12/22/22,
12/17/22 18:48,Halfmoon bay,CA,USA,Rectangle,About 15 seconds,Took a picture of long rectangle light moving very fast! And disappeared,12/22/22,Yes
12/17/22 18:45,Oklahoma City,OK,USA,Cigar,About a minute,"While getting ready to take off from PWA, I looked to the NW (wearing NVG�s) and saw an elongated oval shaped object",12/22/22,
12/17/22 18:40,Galva,IA,USA,Disk,30 seconds,Light Blue line in sight 30 seconds moving northerly,12/22/22,
12/17/22 18:10,Riverside,CA,USA,Triangle,10 seconds,"heading south, about 500 ft above the ground.",12/22/22,
12/17/22 18:05,Sterlng,CO,USA,Cigar,15-25 seconds,"LONG illuminated ""cigar"" shaped craft that appeared from nowhere moving as one craft until fading out quickly",12/22/22,
12/17/22 16:42,Westcliffe,CO,USA,Cigar,1.5 minutes,While sitting in our hot tub on outdoors deck we noticed a definitively cigar shaped craft moving across the sky.,12/22/22,
12/17/22 04:35,Millen,GA,USA,Triangle,1 minute,Witnessed a triangular object pulsating with red lights in an irregular way.,12/22/22,
12/17/22 02:29,Flushing,NY,USA,Unknown,3 hours,I live near La'guardia Airport and I notice lights flashing and just hovering suspending in the sky not moving.,12/22/22,
12/16/22 23:00,Overland Park,KS,USA,Circle,10 seconds,3 fast circular lights,12/22/22,
12/16/22 21:20,Cape Coral,FL,USA,Light,1-3 min,Lights in triangle forms flashing & taking off,12/22/22,
12/16/22 17:53,Belhaven,NC,USA,Cone,,Lighting in sky with orb of light around it and then disappeared after ~3-4 minutes (SpaceX),12/22/22,Yes
12/16/22 17:38,,NC,USA,Cylinder,5 mins,The �craft� hovered over i95,12/22/22,
12/16/22 16:00,Franklin,NC,USA,Circle,5 minutes,Stationary craft with no contrails with other aircraft with contrails in distance,12/22/22,
12/16/22 08:00,San Bernardino,CA,USA,Sphere,30-40 seconds,"I saw a Sphere like object, silver in color floating in the sky before it just disappeared",12/22/22,
12/16/22 03:47,Santa Barbara,CA,USA,Unknown,Appx 10-15 seconds,"Orange glow across sky, then bright orange/fire colored object rising upwards and disappearing into night sky",12/22/22,
12/16/22 03:00,Bathurst,New South Wales,Australia,Light,Around an hour,"UFOs disguised as stars, dart past window.",12/22/22,
12/15/22 17:00,Conway,NH,USA,Disk,1 minute,"While driving I witnessed a large, saucer shaped craft with a domed top (like a stereotypical flying saucer)",12/22/22,
12/15/22 03:03,Somersworth,,USA,Disk,Every night at 2am,Every night around 2am I have been seeing things in the sky that kind of looks like drones but it's not they are larger.,12/22/22,Yes
12/14/22 20:30,Flower mound,TX,USA,Disk,7+ hours,Saw fast moving disk in sky as well an entities in the craft,12/22/22,
12/14/22 19:40,Greenwood,IN,USA,Triangle,3 minutes,"Three circular lights lined up in a triangular shape, then rotated clockwise",12/22/22,
12/14/22 19:30,Deerfield Beach,FL,USA,Fireball,A few seconds,Craft heading east to west,12/22/22,
12/14/22 06:33,Gilbert,AZ,USA,Unknown,seconds,Object streaked across sky with a green haze and green trail,12/22/22,
12/14/22 02:46,Calverton,NY,USA,Egg,20 seconds,Captured during long exposure photo session.,12/22/22,Yes
12/13/22 22:30,Buckeye,AZ,USA,Triangle,5 min,"Black triangle with glowing warm orange lights at each corner. Silent, moved across sky. Almost invisible, seemed to be very large.",12/22/22,Yes
12/13/22 21:55,Baltimore,MD,USA,Light,10 seconds,Turquoise light shooting fast in the sky then disappears,12/22/22,
12/13/22 21:25,Lakeville,MA,USA,Formation,slow decent for hours,"The object of focus last night was an object that has lights in in a pyramid grid, but the actual shape is difficult to confirm",12/22/22,Yes
12/13/22 20:47,Savannah,GA,USA,Light,5 seconds,"As we were standing on the ramp near the beach, my friend said, �What is that?� And for a few more seconds it flew extremely horizontal",12/22/22,
12/13/22 20:43,Richmond,VA,USA,Oval,1 or 2 seconds,Blue orb seen for 1-2 seconds at approximately 100 feet in altitude flying from east to west over the southern end of RIC.,12/22/22,
12/13/22 18:54,Bolton,Lancashire,United Kingdom,Circle,Less than a minute,Large bright pulsating circular object appeared in the sky out of nowhere,12/22/22,Yes
12/13/22 17:57,Hercules,CA,USA,Light,approx. 1 minute,Bright Red Light appearing to be low in the dark (night) sky,12/22/22,
12/13/22 12:07,Kent,OH,USA,Cross,40 seconds,"I thought at first this might be a plane making its way upwards, soon to see that it was remaining stationary.",12/22/22,
12/13/22 10:20,Lewistown,,USA,Circle,,it almost looked like a bright star but it was movie left and right up and down it was not a plane,12/22/22,
12/13/22 02:00,Phila,PA,USA,Light,10 min,Brilliant glowing trails of light,12/22/22,Yes
12/12/22 22:00,Lower Hutt,Wellington Region,New Zealand,Cone,15 Min,Witnessed a strange white light flying over Lower Hutt. Possible Chinese Rocket.,12/22/22,Yes
12/12/22 22:00,Harleysville,PA,,Changing,Throughout the night,Numerous big bright rapidly changing lights.,12/22/22,
12/12/22 21:00,Prince George - Vancouver,BC,Canada,Light,10 secs x 4 times,A bright white light suddenly appeared in the western sky at night.,12/22/22,
12/12/22 20:40,woodsville,NH,USA,Light,5 sec.,helicopter accompanied by two small lights,12/22/22,
12/12/22 19:10,Pagosa Springs,null,,Triangle,30 seconds,"Large, low-flying triangle with bright lights.",12/22/22,Yes
12/12/22 18:45,Belgium,WI,USA,Light,Approximately 4 minutes,Seven bluish white lights zigzagging in the sky at unexplainable speeds and directions. Beams going down to earth.,12/22/22,
12/11/22 20:30,Orkney,Orkney Islands,United Kingdom,Oval,30 MINUTES,I NOTICED A BLUE AND RED SHAPE FLASHING AND MOVING FROM SIDE TO SIDE.,12/22/22,
12/11/22 19:00,Homewood,IL,USA,Disk,5 to 10 minutes,Bright orange saucer shaped craft. Flying/hovering just inside the clouds.,12/22/22,
12/11/22 18:33,Bullhead City,AZ,USA,Circle,2 minutes,We saw three bright while lights. They appeared to be massive in size,12/22/22,Yes
12/11/22 16:05,Denver,CO,USA,Egg,15 minutes,Egg-shaped object popping in and out of sky at random locations,12/22/22,
12/11/22 05:56,Shenandoah,IA,USA,Changing,3-4 minutes,I first seen multiple lights�round in nature�and thought to myself am I really seeing this?! So I grabbed my phone and took pictures!,12/22/22,Yes
12/11/22 02:50,Port St. Lucie,FL,USA,Changing,5-10 minutes,"Bright light appeared, started to move and creates blue trail and everything goes dark and 2 orbs result. Then another shortly appears.",12/22/22,
12/10/22 20:40,Harrisburg/Camp Hill,PA,USA,Light,10+ minutes,3 rotating lights shining through clouds moving at a consistent speed and moving in a consistent pattern,12/22/22,
12/10/22 19:58,Blakeslee,null,,Sphere,3 minutes,Object was stationary and parallel with a star for several minutes. Then gained altitude in a linear fashion before moving west.,12/22/22,Yes
12/10/22 12:30,Utica,KY,USA,Circle,5 to 8 minutes,Was high in the sky then came down lower real close very very bright light,12/22/22,
12/10/22 08:42,Fort Lee,NJ,USA,Light,A mknute ir two,Several moving objects in the sky,12/22/22,
12/10/22 07:07,Albuquerque,NM,USA,Fireball,2 min,"Taking sunset pictures, noticed a weird fireball",12/22/22,Yes
